[67015-2035] HAUTE PROTECTION High Protection Tinted Compact Broad Spectrum SPF 50 Honey (TITANIUM DIOXIDE, ZINC OXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** TITANIUM DIOXIDE; ZINC OXIDE  **Strength:** 13.7; 4.9 g/100g; g/100g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** Pierre Fabre USA Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67015-2036] HAUTE PROTECTION High Protection Tinted Compact Broad Spectrum SPF 50 Beige (TITANIUM DIOXIDE, ZINC OXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** TITANIUM DIOXIDE; ZINC OXIDE  **Strength:** 13.7; 4.9 g/100g; g/100g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** Pierre Fabre USA Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67038-203] Bliss Block Star Sheer Liquid Daily Sunscreen SPF 50 (Zinc Oxide) -- **Product type:** Human Otc Drug  **Active ingredient:** ZINC OXIDE  **Strength:** 20 g/100mL  **Dosage form:** Lotion  **Route:** Topical  **Labeler:** Bliss Products Holdings LLC  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67877-552] Deferasirox (Deferasirox) -- **Product type:** Human Prescription Drug  **Active ingredient:** DEFERASIROX  **Strength:** 90 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210555)  **Pharmacologic class:** Cytochrome P450 1A2 Inhibitors [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA], Iron Chelating Activity [MoA], Iron Chelator [EPC]
[67877-553] Deferasirox (Deferasirox) -- **Product type:** Human Prescription Drug  **Active ingredient:** DEFERASIROX  **Strength:** 180 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210555)  **Pharmacologic class:** Cytochrome P450 1A2 Inhibitors [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA], Iron Chelating Activity [MoA], Iron Chelator [EPC]
[67877-554] Deferasirox (Deferasirox) -- **Product type:** Human Prescription Drug  **Active ingredient:** DEFERASIROX  **Strength:** 360 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210555)  **Pharmacologic class:** Cytochrome P450 1A2 Inhibitors [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA], Iron Chelating Activity [MoA], Iron Chelator [EPC]
[67877-555] Dimethyl fumarate (Dimethyl fumarate) -- **Product type:** Human Prescription Drug  **Active ingredient:** DIMETHYL FUMARATE  **Strength:** 120 mg/1  **Dosage form:** Capsule, Delayed Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210440)
[67877-556] Dimethyl fumarate (Dimethyl fumarate) -- **Product type:** Human Prescription Drug  **Active ingredient:** DIMETHYL FUMARATE  **Strength:** 240 mg/1  **Dosage form:** Capsule, Delayed Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210440)
[67877-557] Dimethyl Fumarate (Dimethyl Fumarate) -- **Product type:** Human Prescription Drug  **Dosage form:** Kit  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210440)
[67877-558] Brompheniramine, Pseudoephedrine, Dextromethorphan (Brompheniramine, Pseudoephedrine, Dextromethorphan) -- **Product type:** Human Prescription Drug  **Active ingredient:** BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE  **Strength:** 2; 10; 30 mg/5mL; mg/5mL; mg/5mL  **Dosage form:** Syrup  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210647)  **Pharmacologic class:** Adrenergic alpha-Agonists [MoA], Sigma-1 Agonist [EPC], Sigma-1 Receptor Agonists [MoA], Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC], Uncompetitive NMDA Receptor Antagonists [MoA], alpha-Adrenergic Agonist [EPC]
[67877-559] Cefpodoxime Proxetil (Cefpodoxime Proxetil) -- **Product type:** Human Prescription Drug  **Active ingredient:** CEFPODOXIME PROXETIL  **Strength:** 100 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210568)  **Pharmacologic class:** Cephalosporin Antibacterial [EPC], Cephalosporins [CS]
[67877-560] Cefpodoxime Proxetil (Cefpodoxime Proxetil) -- **Product type:** Human Prescription Drug  **Active ingredient:** CEFPODOXIME PROXETIL  **Strength:** 200 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210568)  **Pharmacologic class:** Cephalosporin Antibacterial [EPC], Cephalosporins [CS]
[67877-561] Metformin HCl (Metformin HCl) -- **Product type:** Human Prescription Drug  **Active ingredient:** METFORMIN HYDROCHLORIDE  **Strength:** 500 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA090564)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS]
[67877-562] Metformin HCl (Metformin HCl) -- **Product type:** Human Prescription Drug  **Active ingredient:** METFORMIN HYDROCHLORIDE  **Strength:** 850 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA090564)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS]
[67877-563] Metformin HCl (Metformin HCl) -- **Product type:** Human Prescription Drug  **Active ingredient:** METFORMIN HYDROCHLORIDE  **Strength:** 1000 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA090564)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS]
[67877-571] Esomeprazole magnesium (Esomeprazole magnesium delayed release capsules) -- **Product type:** Human Prescription Drug  **Active ingredient:** ESOMEPRAZOLE MAGNESIUM  **Strength:** 20 mg/1  **Dosage form:** Capsule, Coated Pellets  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210559)  **Pharmacologic class:** Cytochrome P450 2C19 Inhibitors [MoA], Proton Pump Inhibitor [EPC], Proton Pump Inhibitors [MoA]
[67877-572] Esomeprazole magnesium (Esomeprazole magnesium delayed release capsules) -- **Product type:** Human Prescription Drug  **Active ingredient:** ESOMEPRAZOLE MAGNESIUM  **Strength:** 40 mg/1  **Dosage form:** Capsule, Coated Pellets  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210559)  **Pharmacologic class:** Cytochrome P450 2C19 Inhibitors [MoA], Proton Pump Inhibitor [EPC], Proton Pump Inhibitors [MoA]
[67877-573] BENZONATATE (BENZONATATE) -- **Product type:** Human Prescription Drug  **Active ingredient:** BENZONATATE  **Strength:** 100 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA040627)  **Pharmacologic class:** Decreased Tracheobronchial Stretch Receptor Activity [PE], Non-narcotic Antitussive [EPC]
[67877-575] BENZONATATE (BENZONATATE) -- **Product type:** Human Prescription Drug  **Active ingredient:** BENZONATATE  **Strength:** 200 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA040627)  **Pharmacologic class:** Decreased Tracheobronchial Stretch Receptor Activity [PE], Non-narcotic Antitussive [EPC]
[67877-576] Minocycline Hydrochloride (Minocycline Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** MINOCYCLINE HYDROCHLORIDE  **Strength:** 90 mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA204453)  **Pharmacologic class:** Decreased Prothrombin Activity [PE], Tetracycline-class Drug [EPC], Tetracyclines [CS]
[67877-577] Minocycline Hydrochloride (Minocycline Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** MINOCYCLINE HYDROCHLORIDE  **Strength:** 135 mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA204453)  **Pharmacologic class:** Decreased Prothrombin Activity [PE], Tetracycline-class Drug [EPC], Tetracyclines [CS]
[67877-578] Minocycline Hydrochloride (Minocycline Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** MINOCYCLINE HYDROCHLORIDE  **Strength:** 45 mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA204453)  **Pharmacologic class:** Decreased Prothrombin Activity [PE], Tetracycline-class Drug [EPC], Tetracyclines [CS]
[67877-584] CEFIXIME (CEFIXIME) -- **Product type:** Human Prescription Drug  **Active ingredient:** CEFIXIME  **Strength:** 400 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA210574)  **Pharmacologic class:** Cephalosporin Antibacterial [EPC], Cephalosporins [CS]
[67877-585] Eslicarbazepine Acetate (Eslicarbazepine Acetate) -- **Product type:** Human Prescription Drug  **Active ingredient:** ESLICARBAZEPINE ACETATE  **Strength:** 200 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211199)  **Pharmacologic class:** Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA], Decreased Central Nervous System Disorganized Electrical Activity [PE]
[67877-586] Eslicarbazepine Acetate (Eslicarbazepine Acetate) -- **Product type:** Human Prescription Drug  **Active ingredient:** ESLICARBAZEPINE ACETATE  **Strength:** 400 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211199)  **Pharmacologic class:** Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA], Decreased Central Nervous System Disorganized Electrical Activity [PE]
[67877-587] Eslicarbazepine Acetate (Eslicarbazepine Acetate) -- **Product type:** Human Prescription Drug  **Active ingredient:** ESLICARBAZEPINE ACETATE  **Strength:** 600 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211199)  **Pharmacologic class:** Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA], Decreased Central Nervous System Disorganized Electrical Activity [PE]
[67877-588] Eslicarbazepine Acetate (Eslicarbazepine Acetate) -- **Product type:** Human Prescription Drug  **Active ingredient:** ESLICARBAZEPINE ACETATE  **Strength:** 800 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211199)  **Pharmacologic class:** Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA], Decreased Central Nervous System Disorganized Electrical Activity [PE]
[67877-589] colchicine (colchicine) -- **Product type:** Human Prescription Drug  **Active ingredient:** COLCHICINE  **Strength:** .6 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211250)  **Pharmacologic class:** Alkaloid [EPC], Alkaloids [CS]
[67877-590] Metoprolol Succinate (Metoprolol Succinate ER Tablets) -- **Product type:** Human Prescription Drug  **Active ingredient:** METOPROLOL SUCCINATE  **Strength:** 25 mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211143)  **Pharmacologic class:** Adrenergic beta-Antagonists [MoA], beta-Adrenergic Blocker [EPC]
[67877-591] Metoprolol Succinate (Metoprolol Succinate ER Tablets) -- **Product type:** Human Prescription Drug  **Active ingredient:** METOPROLOL SUCCINATE  **Strength:** 50 mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211143)  **Pharmacologic class:** Adrenergic beta-Antagonists [MoA], beta-Adrenergic Blocker [EPC]
[67877-592] Metoprolol Succinate (Metoprolol Succinate ER Tablets) -- **Product type:** Human Prescription Drug  **Active ingredient:** METOPROLOL SUCCINATE  **Strength:** 100 mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211143)  **Pharmacologic class:** Adrenergic beta-Antagonists [MoA], beta-Adrenergic Blocker [EPC]
[67877-593] Metoprolol Succinate (Metoprolol Succinate ER Tablets) -- **Product type:** Human Prescription Drug  **Active ingredient:** METOPROLOL SUCCINATE  **Strength:** 200 mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211143)  **Pharmacologic class:** Adrenergic beta-Antagonists [MoA], beta-Adrenergic Blocker [EPC]
[67877-602] Methylphenidate Hydrochloride (Methylphenidate Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHYLPHENIDATE HYDROCHLORIDE  **Strength:** 5 mg/5mL  **Dosage form:** Solution  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211647)  **Pharmacologic class:** Central Nervous System Stimulant [EPC], Central Nervous System Stimulation [PE]  **DEA schedule:** CII
[67877-603] Methylphenidate Hydrochloride (Methylphenidate Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHYLPHENIDATE HYDROCHLORIDE  **Strength:** 10 mg/5mL  **Dosage form:** Solution  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211647)  **Pharmacologic class:** Central Nervous System Stimulant [EPC], Central Nervous System Stimulation [PE]  **DEA schedule:** CII
[67877-608] Dapagliflozin (Dapagliflozin) -- **Product type:** Human Prescription Drug  **Active ingredient:** DAPAGLIFLOZIN  **Strength:** 5 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211545)  **Pharmacologic class:** Sodium-Glucose Cotransporter 2 Inhibitor [EPC], Sodium-Glucose Transporter 2 Inhibitors [MoA]
[67877-609] Dapagliflozin (Dapagliflozin) -- **Product type:** Human Prescription Drug  **Active ingredient:** DAPAGLIFLOZIN  **Strength:** 10 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211545)  **Pharmacologic class:** Sodium-Glucose Cotransporter 2 Inhibitor [EPC], Sodium-Glucose Transporter 2 Inhibitors [MoA]
[67877-610] Tizanidne hydrochloride (Tizanidne hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** TIZANIDINE HYDROCHLORIDE  **Strength:** 2 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212196)  **Pharmacologic class:** Adrenergic alpha2-Agonists [MoA], Central alpha-2 Adrenergic Agonist [EPC]
[67877-611] Tizanidne hydrochloride (Tizanidne hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** TIZANIDINE HYDROCHLORIDE  **Strength:** 4 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212196)  **Pharmacologic class:** Adrenergic alpha2-Agonists [MoA], Central alpha-2 Adrenergic Agonist [EPC]
[67877-612] Tizanidne hydrochloride (Tizanidne hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** TIZANIDINE HYDROCHLORIDE  **Strength:** 6 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212196)  **Pharmacologic class:** Adrenergic alpha2-Agonists [MoA], Central alpha-2 Adrenergic Agonist [EPC]
[67877-613] Tizanidine (Tizanidine) -- **Product type:** Human Prescription Drug  **Active ingredient:** TIZANIDINE HYDROCHLORIDE  **Strength:** 2 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211798)  **Pharmacologic class:** Adrenergic alpha2-Agonists [MoA], Central alpha-2 Adrenergic Agonist [EPC]
[67877-614] Tizanidine (Tizanidine) -- **Product type:** Human Prescription Drug  **Active ingredient:** TIZANIDINE HYDROCHLORIDE  **Strength:** 4 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211798)  **Pharmacologic class:** Adrenergic alpha2-Agonists [MoA], Central alpha-2 Adrenergic Agonist [EPC]
[67877-616] Methylphenidate Hydrochloride (Methylphenidate Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHYLPHENIDATE HYDROCHLORIDE  **Strength:** 5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211779)  **Pharmacologic class:** Central Nervous System Stimulant [EPC], Central Nervous System Stimulation [PE]  **DEA schedule:** CII
[67877-617] Methylphenidate Hydrochloride (Methylphenidate Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHYLPHENIDATE HYDROCHLORIDE  **Strength:** 10 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211779)  **Pharmacologic class:** Central Nervous System Stimulant [EPC], Central Nervous System Stimulation [PE]  **DEA schedule:** CII
[67877-618] Methylphenidate Hydrochloride (Methylphenidate Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHYLPHENIDATE HYDROCHLORIDE  **Strength:** 20 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211779)  **Pharmacologic class:** Central Nervous System Stimulant [EPC], Central Nervous System Stimulation [PE]  **DEA schedule:** CII
[67877-619] dapagliflozin and metformin hydrochloride (dapagliflozin and metformin hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE  **Strength:** 5; 500 mg/1; mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211563)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS], Sodium-Glucose Cotransporter 2 Inhibitor [EPC], Sodium-Glucose Transporter 2 Inhibitors [MoA]
[67877-620] dapagliflozin and metformin hydrochloride (dapagliflozin and metformin hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE  **Strength:** 5; 1000 mg/1; mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211563)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS], Sodium-Glucose Cotransporter 2 Inhibitor [EPC], Sodium-Glucose Transporter 2 Inhibitors [MoA]
[67877-621] dapagliflozin and metformin hydrochloride (dapagliflozin and metformin hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE  **Strength:** 10; 500 mg/1; mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211563)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS], Sodium-Glucose Cotransporter 2 Inhibitor [EPC], Sodium-Glucose Transporter 2 Inhibitors [MoA]
[67877-622] dapagliflozin and metformin hydrochloride (dapagliflozin and metformin hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE  **Strength:** 10; 1000 mg/1; mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211563)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS], Sodium-Glucose Cotransporter 2 Inhibitor [EPC], Sodium-Glucose Transporter 2 Inhibitors [MoA]
[67877-624] Dabigatran Etexilate (Dabigatran Etexilate) -- **Product type:** Human Prescription Drug  **Active ingredient:** DABIGATRAN ETEXILATE MESYLATE  **Strength:** 110 mg/1  **Dosage form:** Capsule, Coated Pellets  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA208040)  **Pharmacologic class:** Direct Thrombin Inhibitor [EPC], Thrombin Inhibitors [MoA]
[67877-626] Ibuprofen and famotidine (Ibuprofen and famotidine) -- **Product type:** Human Prescription Drug  **Active ingredient:** FAMOTIDINE; IBUPROFEN  **Strength:** 26.6; 800 mg/1; mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211890)  **Pharmacologic class:** Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Histamine H2 Receptor Antagonists [MoA], Histamine-2 Receptor Antagonist [EPC], Nonsteroidal Anti-inflammatory Drug [EPC]
[67877-633] Imatinib mesylate (imatinib mesylate) -- **Product type:** Human Prescription Drug  **Active ingredient:** IMATINIB MESYLATE  **Strength:** 100 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA208302)  **Pharmacologic class:** Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA]
[67877-634] Imatinib mesylate (imatinib mesylate) -- **Product type:** Human Prescription Drug  **Active ingredient:** IMATINIB MESYLATE  **Strength:** 400 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA208302)  **Pharmacologic class:** Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA]
[67877-635] Tolvaptan (Tolvaptan) -- **Product type:** Human Prescription Drug  **Active ingredient:** TOLVAPTAN  **Strength:** 15 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211891)  **Pharmacologic class:** Vasopressin V2 Receptor Antagonist [EPC], Vasopressin V2 Receptor Antagonists [MoA]
[67877-636] Tolvaptan (Tolvaptan) -- **Product type:** Human Prescription Drug  **Active ingredient:** TOLVAPTAN  **Strength:** 30 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211891)  **Pharmacologic class:** Vasopressin V2 Receptor Antagonist [EPC], Vasopressin V2 Receptor Antagonists [MoA]
[67877-637] Tolvaptan (Tolvaptan) -- **Product type:** Human Prescription Drug  **Active ingredient:** TOLVAPTAN  **Strength:** 60 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA211891)  **Pharmacologic class:** Vasopressin V2 Receptor Antagonist [EPC], Vasopressin V2 Receptor Antagonists [MoA]
[67877-638] lurasidone hydrochloride (lurasidone hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** LURASIDONE HYDROCHLORIDE  **Strength:** 20 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212244)  **Pharmacologic class:** Atypical Antipsychotic [EPC]
[67877-639] lurasidone hydrochloride (lurasidone hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** LURASIDONE HYDROCHLORIDE  **Strength:** 40 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212244)  **Pharmacologic class:** Atypical Antipsychotic [EPC]
[67877-640] lurasidone hydrochloride (lurasidone hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** LURASIDONE HYDROCHLORIDE  **Strength:** 60 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212244)  **Pharmacologic class:** Atypical Antipsychotic [EPC]
[67877-641] lurasidone hydrochloride (lurasidone hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** LURASIDONE HYDROCHLORIDE  **Strength:** 80 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212244)  **Pharmacologic class:** Atypical Antipsychotic [EPC]
[67877-642] lurasidone hydrochloride (lurasidone hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** LURASIDONE HYDROCHLORIDE  **Strength:** 120 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212244)  **Pharmacologic class:** Atypical Antipsychotic [EPC]
[67877-643] Minocycline Hydrochloride (Minocycline Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** MINOCYCLINE HYDROCHLORIDE  **Strength:** 65 mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA204453)  **Pharmacologic class:** Decreased Prothrombin Activity [PE], Tetracycline-class Drug [EPC], Tetracyclines [CS]
[67877-644] Minocycline Hydrochloride (Minocycline Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** MINOCYCLINE HYDROCHLORIDE  **Strength:** 115 mg/1  **Dosage form:** Tablet, Film Coated, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA204453)  **Pharmacologic class:** Decreased Prothrombin Activity [PE], Tetracycline-class Drug [EPC], Tetracyclines [CS]
[67877-648] Sildenafil Citrate (Sildenafil Citrate) -- **Product type:** Human Prescription Drug  **Active ingredient:** SILDENAFIL CITRATE  **Strength:** 10 mg/mL  **Dosage form:** Powder, For Suspension  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212440)  **Pharmacologic class:** Phosphodiesterase 5 Inhibitor [EPC], Phosphodiesterase 5 Inhibitors [MoA]
[67877-655] Dexmethylphenidate Hydrochloride (Dexmethylphenidate Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** DEXMETHYLPHENIDATE HYDROCHLORIDE  **Strength:** 2.5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212631)  **Pharmacologic class:** Central Nervous System Stimulant [EPC], Central Nervous System Stimulation [PE]  **DEA schedule:** CII
